アカリ	明かり
ホウニン	放任
カテイ	課程
カテイ	過程
カネル	兼ねる
ギョウギ	行儀
タンショ	短所
テイド	程度
ニッテイ	日程
コノハ	木ノ葉
セイジュク	成熟
フマン	不満
マンイン	満員
マンゾク	満足
シッパイ	失敗
ショウハイ	勝敗
ハイセン	敗戦
ハイボク	敗北
ウンキュウ	運休
カンリ	管理
ショウジ	障子
ソクセキ	即席
ホカン	保管
カン	管
クダ	管
カチ	価値
スウチ	数値
アラウ	洗う
タリル	足りる
タイホウ	大砲
アタイ	値
ネアゲ	値上げ
ネサゲ	値下げ
ネダン	値段
スエオキ	据え置き
カシュ	歌手
ウラナウ	占う
ヒマン	肥満
ヒリョウ	肥料
ショウリョウ	小量
カウ	買う
バイシュウ	買収
バイバイ	売買
カイモノ	買い物
ノリオリ	乗り降り
ダンボウ	暖房
トツゼン	突然
ニセモノ	偽物
イキワタル	行き渡る
ホコル	誇る
ノビル	延びる
ダイズ	大豆
トウフ	豆腐
ナットウ	納豆
ウツル	移る
テスウ	手数
スイコウ	遂行
セッスル	接する
セッキン	接近
セッタイ	接待
チョクセツ	直接
バンチ	番地
メンセツ	面接
タイハイ	退廃
カクスウ	画数
シンセイ	申請
セイキュウ	請求
メイロウ	明朗
ヨウセイ	要請
カクヘイキ	核兵器
ガッキ	楽器
キショウ	起床
ブキ	武器
ヘイキ	兵器
ヨウキ	容器
ジョウブ	丈夫
コウギョウ	鉱業
ドウシ	同士
ヘイシ	兵士
カンコウ	観光
ヒカリ	光
コウケイ	光景
セイサン	精算
ケントウ	検討
トウギ	討議
トウロン	討論
シンロ	進路
センロ	線路
ホウムル	葬る
ドウロ	道路
ロジョウ	路上
アク	悪
アッカ	悪化
アクシツ	悪質
サイアク	最悪
メザス	目指す
カガク	科学
カガクシャ	科学者
ゲカ	外科
ガッカ	学科
キョウカショ	教科書
センネン	専念
ブンカ	文科
リカ	理科
カモク	科目
キャクシャ	客車
セメル	攻める
コウゲキ	攻撃
シュエイ	守衛
センコウ	専攻
タイテイ	大抵
カントク	監督
イワウ	祝う
キョウジュ	教授
ジュギョウ	授業
ジョキョウジュ	助教授
チカク	知覚
ハンケイ	半径
カイサイ	開催
シュサイ	主催
ウム	産む
コマカイ	細かい
メイサイ	明細
コウカ	効果
コウリツ	効率
ムコウ	無効
ユウコウ	有効
ヨウフウ	洋風
イト	意図
ズケイ	図形
トショ	図書
チズ	地図
コンシュウ	今週
シュウ	週
シュウマツ	週末
ショウダク	承諾
センシュウ	先週
マイシュウ	毎週
ライシュウ	来週
インカン	印鑑
セッキョクテキ	積極的
メンセキ	面積
カミナリ	雷
ヒノマル	日の丸
サメル	冷める
ヒケメ	引け目
タホウ	他方
タニン	他人
カン	勘
カンジョウ	勘定
オヨブ	及ぶ
ツイキュウ	追及
ラクダイ	落第
ワン	湾
キロク	記録
ムショク	無色
ロクオン	録音
ショチ	処置
ショブン	処分
ショリ	処理
タイショ	対処
カツグ	担ぐ
ツウレツ	痛烈
テンサイ	天才
ヒジョウグチ	非常口
ツケクワエル	付け加える
オトズレル	訪れる
メツキ	目付き
ミカケ	見かけ
ガイムショウ	外務省
オオクラショウ	大蔵省
ハンセイ	反省
モンブショウ	文部省
ツウサンショウ	通産省
ナイ	無い
キョウシツ	教室
シツナイ	室内
タイトク	体得
マワリ	回り
ケンポウ	憲法
センサイ	繊細
オクレ	後れ
カショ	個所
ムシバ	虫歯
ノリキ	乗気
ウッタエル	訴える
フトイ	太い
コウメイ	高名
ハシ	橋
ケイシャ	傾斜
ジュウジロ	十字路
シンポ	進歩
ホチョウ	歩調
ダンダン	段々
ヨコミチ	横道
ブンリ	分離
ハナレル	離れる
ニクイ	難い
カタイ	難い
ソウジキ	掃除機
ヒダリキキ	左利き
カイガン	海岸
キシ	岸
セントウ	銭湯
マス	増す
リュウネン	留年
カンキャク	観客
キャク	客
キャッカンテキ	客観的
キャクセキ	客席
ケンオ	嫌悪
タイケイ	体型
オギナウ	補う
メジルシ	目印
ジョウキャク	乗客
オセジ	お世辞
キョウフウ	強風
ハクジョウ	白状
フウケイ	風景
ソッセン	率先
タイフウ	台風
カミ	紙
シメン	紙面
テガミ	手紙
トダエル	途絶える
ハクシ	白紙
ヒョウシ	表紙
ヨウシ	用紙
キュウゲキ	急激
ゲキドウ	激動
チュウサンカイキュウ	中産階級
ハクランカイ	博覧会
ヒテイ	否定
ヒンジャク	貧弱
オイツク	追いつく
ホソナガイ	細長い
シュウヘン	周辺
メグリアウ	巡り会う
マワリ	周り
メダマショウヒン	目玉商品
イシ	医師
ギシ	技師
キョウシ	教師
ハナス	放す
オシツケル	押し付ける
シテキ	指摘
テキハツ	摘発
ハクイ	白衣
ザイリョウ	材料
シュザイ	取材
シンアイ	親愛
ジンザイ	人材
モクザイ	木材
カワイイ	可愛い
ナス	成す
ツモル	積もる
マチアワセル	待ち合わせる
トウコウ	登校
トザン	登山
トウジョウ	登場
トウロク	登録
ダイダイ	代代
ケイトウ	系統
タイケイ	体系
テッポウ	鉄砲
ヒハン	批判
ヒヒョウ	批評
テイケイ	定形
スジミチ	筋道
ヒトチガイ	人違い
ナンカ	軟化
オカアサン	お母さん
ハハ	母
ハハオヤ	母親
オロシウリ	卸売
アンイ	安易
コウフン	興奮
コウスイ	降水
ヨウイ	容易
ナオル	直る
トウサン	父さん
ノベ	延べ
ケンゼン	健全
トウジョウ	搭乗
ホケン	保健
クロ	黒
クロジ	黒字
コクジン	黒人
ミョウチョウ	明朝
カザン	火山
カジ	火事
ホウカ	放火
イド	井戸
カタイ	固い
コワイ	怖い
エイセイテキ	衛生的
カソク	加速
カイタク	開拓
キュウソク	急速
ゲンソク	減速
コウソク	高速
コウソクドウロ	高速道路
ジソク	時速
スミヤカ	速やか
ソクド	速度
フウソク	風速
セイゾン	生存
ソンザイ	存在
ホゾン	保存
キョウゾン	共存
ハナ	花
ハナビ	花火
テンプク	転覆
リッキャク	立脚
カエル	帰る
ハル	春
ヒソム	潜む
ブアイ	歩合
シカクイ	四角い
トオス	通す
ニュウカ	入荷
ヒコウ	飛行
ヒコウキ	飛行機
ソノホカ	その外
コロス	殺す
サツジン	殺人
ジサツ	自殺
タイヒ	退避
フシンセツ	不親切
セイソウ	正装
チュウオウ	中央
チル	散る
ショウケン	証券
シンズル	信ずる
アカチャン	赤ちゃん
アカジ	赤字
コナ	粉
ナオス	治す
クチドメ	口止め
シンゴウ	信号
サカズキ	杯
バンゴウ	番号
クジラ	鯨
タンナル	単なる
タンニ	単に
タンイ	単位
タンイツ	単一
カメイ	加盟
ラクテンテキ	楽天的
モリアガル	盛り上がる
チュウショウテキ	抽象的
ドウメイ	同盟
アンモク	暗黙
ザセキ	座席
アンセイ	安静
アオ	青
セイシュン	青春
セイネン	青年
ケンブツニン	見物人
トッパ	突破
ハサン	破産
アタリ	当り
アタリマエ	当り前
ヘンセイ	編成
テアテ	手当て
ヘンシュウ	編集
ソウサ	捜査
ヒヤカス	冷やかす
フトコロ	懐
タケ	竹
カイジョ	解除
ベンサイ	弁済
カンセイ	完成
カンゼン	完全
スム	住む
テキリョウ	適量
シュジン	主
オモ	主
シュ	主
ヌシ	主
カイテ	買手
ズイヒツ	随筆
オリル	降りる
ガンバル	頑張る
ネツレツ	熱烈
モクジ	目次
オリル	下りる
ツキアウ	付き合う
ニナウ	担う
ヒキツケル	引き付ける
セキニン	責任
コンドウ	混同
クギル	区切る
イリョウ	医療
チリョウ	治療
ツッコム	突っ込む
カイバツ	海抜
カオツキ	顔付き
ジュウギョウイン	従業員
ジュウライ	従来
サッソク	早速
フジチャク	不時着
チャクチャク	着々
ミギ	右
ミギテ	右手
ノリマワス	乗り回す
トウワク	当惑
シュウセイ	修正
シュウリ	修理
マジル	交じる
ミセビラキ	店開き
シュンブン	春分
ミクラベル	見比べる
イジワル	意地悪
グンタイ	軍隊
ジエイタイ	自衛隊
ナガレル	流れる
キムズカシイ	気難しい
キキ	危機
ソウサイ	相殺
ボウエンキョウ	望遠鏡
サイケツ	採決
サイサン	採算
サイヨウ	採用
テオクレ	手遅れ
ソシキ	組織
モリ	森
ツウチョウ	通帳
クイ	悔い
キョウギ	競技
キョウソウ	競争
サズケル	授ける
カクダイ	拡大
グンカク	軍拡
コウツウジコ	交通事故
ジコ	事故
エイガカン	映画館
オンタイ	温帯
ヒサシイ	久しい
グンカン	軍艦
トショカン	図書館
タイシカン	大使館
ビジュツカン	美術館
シアゲル	仕上げる
シカタガナイ	仕方がない
フシン	不振
ザットウ	雑踏
キュウショク	給食
キュウヨ	給与
キュウリョウ	給料
キョウキュウ	供給
ホキュウ	補給
ミジュク	未熟
オクジョウ	屋上
ノキ	軒
コヤ	小屋
ヘヤ	部屋
サガス	捜す
オン	恩
ヨミ	読み
ヨミカタ	読み方
ドクシャ	読者
ドクショ	読書
シモン	指紋
モッテイク	持って行く
トウベン	答弁
ベンゴ	弁護
ベンゴシ	弁護士
ベントウ	弁当
ヒトリジメ	独り占め
ヤネ	屋根
コンポン	根本
ネモト	根本
ワズラウ	患う
イロ	色
ワタル	渡る
トクショク	特色
キョウドウ	協同
トモ	友
ユウコウ	友好
ユウジョウ	友情
ユウジン	友人
トモダチ	友達
コエル	超える
トリシラベ	取調べ
クルシミ	苦しみ
ニガテ	苦手
クジョウ	苦情
クロウ	苦労
サス	差す
シュウショク	就職
シュウニン	就任
マイバン	毎晩
ハクハツ	白髪
シラガ	白髪
ナミ	並
コウネツヒ	光熱費
ハジ	恥
サケビ	叫び
コウブツ	鉱物
ハシル	走る
ハンバイ	販売
ソノ	園
エン	園
ガクエン	学園
コウエン	公園
ハズム	弾む
ドウブツエン	動物園
カグ	家具
カオブレ	顔触れ
グタイテキ	具体的
ドウグ	道具
グアイ	具合
ツカマエル	捕まえる
ヒダリ	左
サユウ	左右
ヒダリテ	左手
ホウガク	方角
ミンヨウ	民謡
イジョウ	異常
ゲンゾウ	現像
ガクレキ	学歴
ケイレキ	経歴
ケワシイ	険しい
オモワク	思わく
ソントク	損得
レキシ	歴史
レキシテキ	歴史的
ジショ	辞書
ジショク	辞職
ジニン	辞任
ショウグン	将軍
ショウライ	将来
ハナシアイ	話合い
キソウ	競う
マガル	曲がる
アキ	秋
ヘイオン	平穏
ボットウ	没頭
ゲンイン	原因
サイキン	細菌
フキツ	不吉
ヨウイン	要因
センテンテキ	先天的
ウラオモテ	裏表
ゲンジュウ	厳重
カキネ	垣根
ケイバ	競馬
ウマ	馬
アイ	愛
アイジョウ	愛情
エントツ	煙突
オオハバ	大幅
チコク	遅刻
ハバ	幅
ハバヒロイ	幅広い
テツヅキ	手続
ミツモリ	見積り
ヤスミ	休み
ヤスム	休む
キュウギョウ	休業
キュウジツ	休日
レンキュウ	連休
シュウキュウ	週休
イジ	維持
イシン	維新
カイギ	懐疑
カンヅメ	缶詰
キモ	肝
キョウグウ	境遇
アツイ	厚い
カンメイ	感銘
タナ	棚
トミ	富
ハカル	量る
セイケツ	清潔
ハマ	浜
オトウサン	お父さん
ツキアタル	突き当たる
チチ	父
チチオヤ	父親
フボ	父母
イサン	遺産
イタイ	遺体
カシャ	貨車
トリアゲル	取上げる
ヨセアツメ	寄せ集め
キセイ	寄生
ミグルシイ	見苦しい
カレラ	彼ら
カノジョ	彼女
イッパン	一般
エキチョウ	駅長
シュウチャクエキ	終着駅
ゼンパン	全般
ソウタイ	早退
ムノウ	無能
ヒョウザン	氷山
ミテイ	未定
ミメイ	未明
ミライ	未来
ムダ	無駄
ハナシコム	話し込む
ソクタツ	速達
チャクセキ	着席
ボウエキ	貿易
オモウゾンブン	思う存分
カンデンチ	乾電池
コウエン	講演
コウギ	講義
コウシ	講師
コウワ	講和
ナナメ	斜め
ノベル	述べる
ホウジン	邦人
レンポウ	連邦
ウム	生む
ハエル	映える
ヨコタワル	横たわる
ヨコドリ	横取り
ミマウ	見舞う
ノビヤカ	伸びやか
ブタイ	舞台
キンズル	禁ずる
シンリン	森林
ネットウ	熱湯
ノウリン	農林
ハヤシ	林
ソウチ	装置
ブソウ	武装
テイガク	停学
ロウニン	浪人
ナツ	夏
ナツヤスミ	夏休み
ソザイ	素材
シロウト	素人
スナオ	素直
ネンド	粘土
ヨウソ	要素
シボウ	死亡
ボウメイ	亡命
エンゲキ	演劇
エンソク	遠足
ゲキ	劇
ゲキジョウ	劇場
ゲキテキ	劇的
ツキヨ	月夜
ソメル	染める
カセン	河川
カワグチ	河口
カコウ	河口
セイザ	正座
ハケン	派遣
アトモドリ	後戻り
コウカイ	航海
コウクウ	航空
コウクウキ	航空機
コムギ	小麦
ナンコウ	難航
ムギ	麦
フミン	不眠
コウギ	抗議
タイコウ	対抗
オジ	伯父
キュウガク	休学
シツド	湿度
レイスイ	冷水
レイセン	冷戦
オンガエシ	恩返し
キボ	規模
ドソク	土足
モヨウ	模様
アリサマ	有様
エイユウ	英雄
ショウドク	消毒
オス	雄
サイテキ	最適
テキセツ	適切
テキトウ	適当
テキヨウ	適用
ムボウ	無謀
モチナオス	持直す
シュフ	主婦
フジン	婦人
フウフ	夫婦
ナグル	殴る
キメツケル	決め付ける
コクテツ	国鉄
シテツ	私鉄
チカテツ	地下鉄
テツ	鉄
テツドウ	鉄道
ヒキシメル	引き締める
ハオリ	羽織
ヨセル	寄せる
チンレツ	陳列
キフ	寄付
トシヨリ	年寄り
カタイ	堅い
メイチョ	名著
リエキ	利益
モチコム	持ち込む
オイコム	追い込む
イソガシイ	忙しい
ミコミ	見込み
モウシコミ	申し込み
カオ	顔
キョウツウゴ	共通語
ソボク	素朴
カンダイ	寛大
キンキュウ	緊急
キンチョウ	緊張
サンミャク	山脈
ドウミャク	動脈
マナコ	眼
ミハル	見張る
シュルイ	種類
ショルイ	書類
シンルイ	親類
ジンルイ	人類
イタマシイ	痛ましい
イクジ	育児
ツクル	造る
キヨラカ	清らか
カネテ	予て
ヨチ	余地
ミカギル	見限る
キンシ	禁止
フウトウ	封筒
ミナライ	見習い
シルシ	印
インショウ	印象
ヘダテル	隔てる
ケンキョ	謙虚
チョウイン	調印
ケシイン	消印
トル	採る
ムカイ	向かい
ギャク	逆
オウコク	王国
オウジ	王子
オウジャ	王者
オウジョ	王女
キュウショ	急所
キョウシュク	恐縮
ジョオウ	女王
フンマツ	粉末
イチガイニ	一概に
ヘンサイ	返済
ヘンジ	返事
ヘントウ	返答
メザメル	目覚める
メザマシドケイ	目覚まし時計
ヒョウゴ	標語
ヒョウジュン	標準
カンポウヤク	漢方薬
コウカン	交換
コウミョウ	巧妙
ジュウゾク	従属
ヘンカン	変換
ノリカエ	乗り換え
メモリ	目盛り
ヒサシブリ	久しぶり
セイヨウジン	西洋人
ヨウマ	洋間
ヨウサイ	洋裁
タンカ	短歌
タンキ	短期
タンダイ	短大
